case_id,site_id,candidate_id,uid,role,ordinary_completed,ordinary_repeats,ordinary_prefixes,L1_found,L1_rho_upper_bound,L1_initial_path_verified,L1_selected_run,L5_found,L5_rho_upper_bound,L5_initial_path_verified,L5_selected_run,L10_found,L10_rho_upper_bound,L10_initial_path_verified,L10_selected_run,L30_found,L30_rho_upper_bound,L30_initial_path_verified,L30_selected_run
state_18_candidate_04,state_18,candidate_04,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,focal,0,5,"[16, 16, 16, 16, 16]",True,0.10195072053261714,True,runs/state_18_candidate_04_L1_historical_prefix.json,True,0.11939871118473538,True,runs/state_18_candidate_04_L5_historical_prefix.json,True,0.1257089080167679,True,runs/state_18_candidate_04_L10_dls_prediction.json,False,,False,
state_18_candidate_05,state_18,candidate_05,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,focal,0,5,"[16, 16, 16, 16, 16]",True,0.10260246355373623,True,runs/state_18_candidate_05_L1_dls_prediction.json,True,0.12041874931080028,True,runs/state_18_candidate_05_L5_dls_prediction.json,True,0.12703989598636212,True,runs/state_18_candidate_05_L10_dls_prediction.json,True,0.20321058620346605,True,runs/state_18_candidate_05_L30_dls_prediction.json
state_13_candidate_00,state_13,candidate_00,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,control,5,5,"[30, 30, 30, 30, 30]",True,0.10926970649372082,True,runs/state_13_candidate_00_L1_dls_prediction.json,True,0.13601174647022315,True,runs/state_13_candidate_00_L5_hold.json,True,0.13858584959736486,True,runs/state_13_candidate_00_L10_historical_prefix.json,True,0.18539114241505936,True,runs/state_13_candidate_00_L30_dls_prediction.json
state_13_candidate_01,state_13,candidate_01,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,control,5,5,"[30, 30, 30, 30, 30]",True,0.10964735403579169,True,runs/state_13_candidate_01_L1_historical_prefix.json,True,0.13695290315294853,True,runs/state_13_candidate_01_L5_hold.json,True,0.13947788063955974,True,runs/state_13_candidate_01_L10_historical_prefix.json,True,0.1845089423175201,True,runs/state_13_candidate_01_L30_dls_prediction.json
state_13_candidate_02,state_13,candidate_02,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,control,5,5,"[30, 30, 30, 30, 30]",True,0.10891405029266119,True,runs/state_13_candidate_02_L1_dls_prediction.json,True,0.1353780828359221,True,runs/state_13_candidate_02_L5_hold.json,True,0.13814261866431563,True,runs/state_13_candidate_02_L10_historical_prefix.json,True,0.18632363402501118,True,runs/state_13_candidate_02_L30_dls_prediction.json
state_13_candidate_03,state_13,candidate_03,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,control,5,5,"[30, 30, 30, 30, 30]",True,0.11004513142808604,True,runs/state_13_candidate_03_L1_historical_prefix.json,True,0.1379582854612962,True,runs/state_13_candidate_03_L5_historical_prefix.json,True,0.14051400510515313,True,runs/state_13_candidate_03_L10_hold.json,True,0.18368293386326448,True,runs/state_13_candidate_03_L30_dls_prediction.json
state_13_candidate_04,state_13,candidate_04,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,control,5,5,"[30, 30, 30, 30, 30]",True,0.10858168251805449,True,runs/state_13_candidate_04_L1_dls_prediction.json,True,0.1349593911682046,True,runs/state_13_candidate_04_L5_hold.json,True,0.13800032961114572,True,runs/state_13_candidate_04_L10_hold.json,True,0.1873037805876303,True,runs/state_13_candidate_04_L30_dls_prediction.json
state_13_candidate_05,state_13,candidate_05,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,control,5,5,"[30, 30, 30, 30, 30]",True,0.10941821581501394,True,runs/state_13_candidate_05_L1_historical_prefix.json,True,0.1363514705854487,True,runs/state_13_candidate_05_L5_hold.json,True,0.13887726352999044,True,runs/state_13_candidate_05_L10_hold.json,True,0.185031914741644,True,runs/state_13_candidate_05_L30_dls_prediction.json
state_08_candidate_00,state_08,candidate_00,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,control,5,5,"[30, 30, 30, 30, 30]",True,0.16722352078576969,True,runs/state_08_candidate_00_L1_historical_prefix.json,True,0.18754842992387954,True,runs/state_08_candidate_00_L5_hold.json,True,0.19693353504901936,True,runs/state_08_candidate_00_L10_historical_prefix.json,True,0.2229113884302013,True,runs/state_08_candidate_00_L30_historical_prefix.json
state_08_candidate_01,state_08,candidate_01,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,control,5,5,"[30, 30, 30, 30, 30]",True,0.16734354628960654,True,runs/state_08_candidate_01_L1_hold.json,True,0.18762389789379566,True,runs/state_08_candidate_01_L5_historical_prefix.json,True,0.19701410864650112,True,runs/state_08_candidate_01_L10_historical_prefix.json,True,0.2230937773483339,True,runs/state_08_candidate_01_L30_historical_prefix.json
state_08_candidate_02,state_08,candidate_02,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,control,5,5,"[30, 30, 30, 30, 30]",True,0.16711028614775766,True,runs/state_08_candidate_02_L1_historical_prefix.json,True,0.18748673906041197,True,runs/state_08_candidate_02_L5_hold.json,True,0.19692644057988187,True,runs/state_08_candidate_02_L10_dls_prediction.json,True,0.22272839260564756,True,runs/state_08_candidate_02_L30_historical_prefix.json
state_08_candidate_03,state_08,candidate_03,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,control,5,5,"[30, 30, 30, 30, 30]",True,0.16747048671946121,True,runs/state_08_candidate_03_L1_historical_prefix.json,True,0.18771299816436837,True,runs/state_08_candidate_03_L5_hold.json,True,0.19715605216409776,True,runs/state_08_candidate_03_L10_hold.json,True,0.2232755592904018,True,runs/state_08_candidate_03_L30_historical_prefix.json
state_08_candidate_04,state_08,candidate_04,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,control,5,5,"[30, 30, 30, 30, 30]",True,0.16700372027444055,True,runs/state_08_candidate_04_L1_hold.json,True,0.18743906416983738,True,runs/state_08_candidate_04_L5_dls_prediction.json,True,0.19692916162631285,True,runs/state_08_candidate_04_L10_dls_prediction.json,True,0.22254479074091144,True,runs/state_08_candidate_04_L30_historical_prefix.json
state_08_candidate_05,state_08,candidate_05,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,control,5,5,"[30, 30, 30, 30, 30]",True,0.16727070918838866,True,runs/state_08_candidate_05_L1_hold.json,True,0.1875769738714317,True,runs/state_08_candidate_05_L5_hold.json,True,0.19695480329954201,True,runs/state_08_candidate_05_L10_historical_prefix.json,True,0.2229844168474444,True,runs/state_08_candidate_05_L30_historical_prefix.json
case_01_candidate_00,case_01_pre_failure,candidate_00,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,prior_pose_matched_reversal,0,5,"[0, 0, 0, 0, 0]",True,0.13108216684387256,True,runs/case_01_candidate_00_L1_hold.json,True,0.4445960583549955,False,runs/case_01_candidate_00_L5_dls_prediction.json,True,0.4445960584921968,False,runs/case_01_candidate_00_L10_dls_prediction.json,True,0.4445960584935973,False,runs/case_01_candidate_00_L30_dls_prediction.json
case_01_candidate_05,case_01_pre_failure,candidate_05,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,prior_pose_matched_reversal,0,5,"[0, 0, 0, 0, 0]",True,0.1310804946944303,True,runs/case_01_candidate_05_L1_hold.json,True,0.4445958956084332,False,runs/case_01_candidate_05_L5_hold.json,True,0.4445958957639714,False,runs/case_01_candidate_05_L10_dls_prediction.json,True,0.44459589576405284,False,runs/case_01_candidate_05_L30_dls_prediction.json
case_01_matched_00,case_01_pre_failure,matched_00,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,prior_pose_matched_reversal,0,5,"[0, 0, 0, 0, 0]",True,0.12956929287281946,True,runs/case_01_matched_00_L1_dls_prediction.json,True,0.3485941470917804,False,runs/case_01_matched_00_L5_dls_prediction.json,True,0.34889993844032785,False,runs/case_01_matched_00_L10_dls_prediction.json,True,0.34889993845540307,False,runs/case_01_matched_00_L30_dls_prediction.json
case_01_matched_01,case_01_pre_failure,matched_01,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,prior_pose_matched_reversal,5,5,"[30, 30, 30, 30, 30]",True,0.13219320868093656,True,runs/case_01_matched_01_L1_historical_prefix.json,True,0.40718445710959206,True,runs/case_01_matched_01_L5_hold.json,True,0.4103316502348519,True,runs/case_01_matched_01_L10_hold.json,True,0.41033165021441675,True,runs/case_01_matched_01_L30_historical_prefix.json
case_01_matched_02,case_01_pre_failure,matched_02,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,prior_pose_matched_reversal,5,5,"[30, 30, 30, 30, 30]",True,0.12764074066126802,True,runs/case_01_matched_02_L1_hold.json,True,0.3181225976585699,True,runs/case_01_matched_02_L5_hold.json,True,0.3235091265592846,True,runs/case_01_matched_02_L10_hold.json,True,0.3235091265482893,True,runs/case_01_matched_02_L30_dls_prediction.json
case_01_matched_03,case_01_pre_failure,matched_03,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,prior_pose_matched_reversal,0,5,"[0, 0, 0, 0, 0]",True,0.1295676701289851,True,runs/case_01_matched_03_L1_dls_prediction.json,True,0.34859409314756634,False,runs/case_01_matched_03_L5_hold.json,True,0.3488999138753397,False,runs/case_01_matched_03_L10_dls_prediction.json,True,0.34889991376896706,False,runs/case_01_matched_03_L30_dls_prediction.json
case_01_matched_04,case_01_pre_failure,matched_04,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,prior_pose_matched_reversal,5,5,"[30, 30, 30, 30, 30]",True,0.13219148511612128,True,runs/case_01_matched_04_L1_historical_prefix.json,True,0.4071843045939874,True,runs/case_01_matched_04_L5_hold.json,True,0.4103315516113797,True,runs/case_01_matched_04_L10_dls_prediction.json,True,0.41033155179654374,True,runs/case_01_matched_04_L30_historical_prefix.json
case_01_matched_05,case_01_pre_failure,matched_05,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,prior_pose_matched_reversal,5,5,"[30, 30, 30, 30, 30]",True,0.1276391671430359,True,runs/case_01_matched_05_L1_hold.json,True,0.3181225399846097,True,runs/case_01_matched_05_L5_hold.json,True,0.3235091169153883,True,runs/case_01_matched_05_L10_dls_prediction.json,True,0.3235091168844991,True,runs/case_01_matched_05_L30_historical_prefix.json
